%emigrati altra regione ricoveri ordinari acuti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Sardegna             ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;3,81;3,96;4,78;3,98;3,92;4,08;4,24;4,85;5,25;5,26;5,16;5,12;5,35;5,32;5,28;5,12;5,35;5,72;4,28;5,97;6,4;5,05;5,54;6,68;7,11;               ;               
21;Italia               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;6,73;6,84;6,95;6,98;7,11;7,21;7,29;7,34;7,45;7,39;7,34;7,38;7,55;7,52;7,63;7,75;7,99;8,33;8,23;8,34;8,34;7,25;7,84;8,33;8,56;               ;               
22;Nord Ovest           ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;5,64;5,64;5,71;5,87;6,05;5,95;5,93;5,91;5,93;5,86;5,6;5,63;5,72;5,64;5,7;5,83;5,94;6,27;6,11;6,15;6,21;5,68;6,38;6,59;6,79;               ;               
23;Nord Est             ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;5,41;5,58;5,77;5,97;5,99;6,06;6,3;6,38;6,43;6,31;6,25;6,18;6,31;6,24;6,18;6,14;6,31;6,64;6,37;6,42;6,39;5,46;5,89;6,3;6,55;               ;               
24;Nord                 ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;5,54;5,62;5,74;5,91;6,03;6;6,08;6,1;6,13;6,04;5,86;5,86;5,96;5,89;5,9;5,96;6,1;6,42;6,22;6,27;6,29;5,58;6,16;6,46;6,68;               ;               
25;Centro               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;6,31;6,61;6,79;7,01;7,07;7,3;7,33;7,52;7,69;7,59;7,43;7,41;7,77;7,78;8,11;8,29;8,74;9,08;9,1;9,07;8,95;7,53;7,9;8,3;8,53;               ;               
26;Sud                  ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;9,09;8,98;9,28;9,28;9,55;9,77;9,85;9,81;9,96;10,01;10,31;10,51;10,77;10,96;11,12;11,36;11,68;12,08;12,29;12,51;12,53;11,39;12,19;13,01;13,19;               ;               
27;Isole                ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;6,13;6,43;6,03;5,4;5,46;5,55;5,61;5,77;6;6,01;6,07;6,14;6,35;6,06;6,08;6,09;6,34;6,72;6,43;6,97;7,22;5,69;6,04;6,9;7,05;               ;               
28;Mezzogiorno          ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;8,21;8,25;8,28;8,02;8,22;8,41;8,52;8,56;8,76;8,79;9,02;9,17;9,41;9,43;9,57;9,76;10,04;10,44;10,5;10,81;10,89;9,59;10,23;11,09;11,25;               ;               
29;Italia               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;               ;6,73;6,84;6,95;6,98;7,11;7,21;7,29;7,34;7,45;7,39;7,34;7,38;7,55;7,52;7,63;7,75;7,99;8,33;8,23;8,34;8,34;7,25;7,84;8,33;8,56;               ;               
